año_cd,zbs_residencia_cd,ccaa_cd
2013,50605,ES12
2013,50606,ES12
2013,50607,ES12
2013,50608,ES12
2013,50609,ES12
2013,50610,ES12
2013,50701,ES12
2013,50702,ES12
2013,50703,ES12
2013,50704,ES12
2013,50705,ES12
2013,50706,ES12
2013,50800,ES12
2013,50801,ES12
2013,50802,ES12
2013,50803,ES12
2013,50804,ES12
2013,50805,ES12
2013,50806,ES12
2013,50807,ES12
2013,52,ES22
2013,54,ES22
2013,5401,ES24
2013,5402,ES24
2013,5403,ES24
2013,5404,ES24
2013,5405,ES24
2013,5406,ES24
2013,5407,ES24
2013,5408,ES24
2013,5409,ES24
2013,5410,ES24
2013,5411,ES24
2013,5412,ES24
2013,5413,ES24
2013,5414,ES24
2013,56,ES22
2013,58,ES22
2013,60,ES22
2013,62,ES22
2013,64,ES22
2013,66,ES22
2013,67,ES22
2013,69,ES22
2013,7,ES22
2013,71,ES22
2013,73,ES22
2013,75,ES22
2013,77,ES22
2013,79,ES22
2013,81,ES22
2013,83,ES22
2013,85,ES22
2013,87,ES22
2013,89,ES22
2013,9,ES22
2013,91,ES22
2013,93,ES22
2013,96,ES22
2013,98,ES22
2013,ADEJE,ES70
2013,AGAETE,ES70
2013,AGUIMES,ES70
2013,ALAJERO,ES70
2013,ALCARAVANERAS,ES70
2013,ANAGA,ES70
2013,ANTIGUA-BETANCURIA,ES70
2013,ARGUINEGUIN,ES70
2013,ARICO,ES70
2013,ARONA COSTA I,ES70
2013,ARONA COSTA II,ES70
2013,ARONA VILAFLOR,ES70
2013,ARRECIFE,ES70
2013,ARRECIFE II,ES70
2013,ARUCAS,ES70
2013,AÑAZA,ES70
2013,BARRANCO GRANDE,ES70
2013,BARRIO ATLANTICO,ES70
2013,BARRIO DE LA SALUD,ES70
2013,CAIDEROS,ES70
2013,CANALEJAS,ES70
2013,CANDELARIA,ES70
2013,CONO SUR,ES70
2013,CUEVAS TORRES,ES70
2013,DUGGI CENTRO,ES70
2013,EL PASO,ES70
2013,EL ROSARIO,ES70
2013,ESCALERITAS,ES70
2013,FIRGAS,ES70
2013,FRONTERA VALLE DEL GOLFO,ES70
2013,GALDAR,ES70
2013,GARAFIA,ES70
2013,GRANADILLA,ES70
2013,GUANARTEME,ES70
2013,GUIA DE ISORA,ES70
2013,GUIMAR,ES70
2013,ICOD,ES70
2013,II PUERTO DEL ROSARIO (SUR),ES70
2013,INGENIO,ES70
2013,JINAMAR,ES70
2013,LA CUESTA,ES70
2013,LA GRACIOSA,ES70
2013,LA GUANCHA,ES70
2013,LA ISLETA,ES70
2013,LA MATANZA,ES70
2013,LA OLIVA,ES70
2013,LA VERA,ES70
2013,LA VICTORIA,ES70
2013,LAGUNA FINCA-ESPAÑA,ES70
2013,LAS BREÑAS,ES70
2013,LAS MERCEDES,ES70
2013,LAS REMUDAS,ES70
2013,LOS GLADIOLOS,ES70
2013,LOS LLANOS DE ARIDANE,ES70
2013,LOS REALEJOS,ES70
2013,LOS SILOS,ES70
2013,MALA,ES70
2013,MASPALOMAS,ES70
2013,MAZO,ES70
2013,MILLER BAJO,ES70
2013,MOYA,ES70
2013,MULAGUA,ES70
2013,OFRA-DELICIAS,ES70
2013,OFRA-MIRAMAR,ES70
2013,OROTAVA II - DEHESA,ES70
2013,PARQUE MARITIMO,ES70
2013,PENINSULA DE JANDIA,ES70
2013,PLAYA BLANCA/YAIZA,ES70
2013,PUERTO DEL ROSARIO,ES70
2013,PUERTO II - BOTANICO,ES70
2013,ROSARIO - GENETO,ES70
2013,SALAMANCA,ES70
2013,SAN ANDRES Y SAUCES,ES70
2013,SAN ANTONIO,ES70
2013,SAN BARTOLOME DE TIRAJANA,ES70
2013,SAN BARTOLOME LANZAROTE,ES70
2013,SAN JOSE (SAN CRISTOBAL),ES70
2013,SAN MATEO,ES70
2013,SAN NICOLAS TOLENTINO,ES70
2013,SAN ROQUE (TRIANA),ES70
2013,SAN SEBASTIAN DE LA GOMERA,ES70
2013,SANTA BRIGIDA,ES70
2013,SANTA CRUZ DE LA PALMA,ES70
2013,SANTA MARIA DE GUIA,ES70
2013,SANTA URSULA,ES70
2013,SANTIAGO DEL TEIDE,ES70
2013,SCHAMANN,ES70
2013,TACO,ES70
2013,TACORONTE,ES70
2013,TAFIRA/LOMO BLANCO,ES70
2013,TAMARACEITE,ES70
2013,TAZACORTE,ES70
2013,TEGUISE,ES70
2013,TEJEDA,ES70
2013,TEJINA - TEGUESTE,ES70
2013,TELDE CALERO,ES70
2013,TELDE SAN GREGORIO,ES70
2013,TELDE SAN JUAN,ES70
2013,TEROR,ES70
2013,TIAS,ES70
2013,TIJARAFE,ES70
2013,TOSCAL CENTRO,ES70
2013,TRIANA,ES70
2013,TUINEJE-PAJARA,ES70
2013,VALLE GRAN REY,ES70
2013,VALLEHERMOSO,ES70
2013,VALLESECO,ES70
2013,VALSEQUILLO DE GRAN CANARIA,ES70
2013,VALVERDE,ES70
2013,VECINDARIO,ES70
2014,1,ES22
2014,100,ES22
2014,102,ES22
2014,104,ES22
2014,107,ES22
2014,11,ES22
2014,110,ES22
2014,1101,ES24
2014,1102,ES24
2014,1103,ES24
2014,1104,ES24
2014,1105,ES24
2014,1106,ES24
2014,1107,ES24
2014,1108,ES24
2014,1109,ES24
2014,1110,ES24
2014,1111,ES24
2014,1112,ES24
2014,1113,ES24
2014,1114,ES24
2014,112,ES22
2014,114,ES22
2014,116,ES22
2014,118,ES22
2014,1201,ES24
2014,1202,ES24
2014,1203,ES24
2014,1204,ES24
2014,1205,ES24
2014,1206,ES24
2014,1207,ES24
2014,1208,ES24
2014,1209,ES24
2014,1210,ES24
2014,1211,ES24
2014,1213,ES24
2014,1214,ES24
2014,1215,ES24
2014,122,ES22
2014,124,ES22
2014,13,ES22
2014,15,ES22
2014,17,ES22
2014,19,ES22
2014,24,ES22
2014,2501,ES24
2014,2502,ES24
2014,2503,ES24
2014,2504,ES24
2014,2505,ES24
2014,2507,ES24
2014,2508,ES24
2014,2509,ES24
2014,2510,ES24
2014,2511,ES24
2014,2512,ES24
2014,2513,ES24
2014,2515,ES24
2014,2516,ES24
2014,2517,ES24
2014,2518,ES24
2014,2519,ES24
2014,2520,ES24
2014,2521,ES24
2014,2522,ES24
2014,2523,ES24
2014,2524,ES24
2014,2525,ES24
2014,26,ES22
2014,28,ES22
2014,3,ES22
2014,30,ES22
2014,32,ES22
2014,3301,ES24
2014,3302,ES24
2014,3303,ES24
2014,3304,ES24
2014,34,ES22
2014,36,ES22
2014,3601,ES24
2014,3602,ES24
2014,3603,ES24
2014,3604,ES24
2014,3605,ES24
2014,3606,ES24
2014,3607,ES24
2014,3608,ES24
2014,3609,ES24
2014,3610,ES24
2014,3611,ES24
2014,3612,ES24
2014,3613,ES24
2014,3614,ES24
2014,3615,ES24
2014,3616,ES24
2014,3617,ES24
2014,3618,ES24
2014,37,ES22
2014,3701,ES24
2014,3702,ES24
2014,3703,ES24
2014,3704,ES24
2014,3705,ES24
2014,3706,ES24
2014,3707,ES24
2014,3709,ES24
2014,3710,ES24
2014,3711,ES24
2014,39,ES22
2014,41,ES22
2014,43,ES22
2014,45,ES22
2014,47,ES22
2014,4801,ES24
2014,4802,ES24
2014,4803,ES24
2014,4804,ES24
2014,4805,ES24
2014,4806,ES24
2014,4807,ES24
2014,4808,ES24
2014,4809,ES24
2014,4810,ES24
2014,4811,ES24
2014,4812,ES24
2014,4813,ES24
2014,4814,ES24
2014,4815,ES24
2014,4816,ES24
2014,4817,ES24
2014,4898,ES24
2014,4899,ES24
2014,49,ES22
2014,4901,ES24
2014,4902,ES24
2014,4903,ES24
2014,4904,ES24
2014,4905,ES24
2014,4906,ES24
2014,4907,ES24
2014,4908,ES24
2014,4909,ES24
2014,4910,ES24
2014,4911,ES24
2014,4912,ES24
2014,4999,ES24
2014,5,ES22
2014,50101,ES12
2014,50102,ES12
2014,50103,ES12
2014,50104,ES12
2014,50105,ES12
2014,50106,ES12
2014,50107,ES12
2014,50108,ES12
2014,50109,ES12
2014,50110,ES12
2014,50111,ES12
2014,50201,ES12
2014,50202,ES12
2014,50203,ES12
2014,50204,ES12
2014,50205,ES12
2014,50300,ES12
2014,50301,ES12
2014,50302,ES12
2014,50303,ES12
2014,50304,ES12
2014,50305,ES12
2014,50306,ES12
2014,50307,ES12
2014,50308,ES12
2014,50309,ES12
2014,50310,ES12
2014,50400,ES12
2014,50401,ES12
2014,50402,ES12
2014,50403,ES12
2014,50404,ES12
2014,50405,ES12
2014,50406,ES12
2014,50407,ES12
2014,50408,ES12
2014,50409,ES12
2014,50410,ES12
2014,50411,ES12
2014,50412,ES12
2014,50413,ES12
2014,50414,ES12
2014,50415,ES12
2014,50416,ES12
2014,50417,ES12
2014,50418,ES12
2014,50419,ES12
2014,50420,ES12
2014,50421,ES12
2014,50422,ES12
2014,50423,ES12
2014,50500,ES12
2014,50501,ES12
2014,50502,ES12
2014,50503,ES12
2014,50504,ES12
2014,50505,ES12
2014,50506,ES12
2014,50507,ES12
2014,50508,ES12
2014,50509,ES12
2014,50510,ES12
2014,50511,ES12
2014,50512,ES12
2014,50513,ES12
2014,50514,ES12
2014,50600,ES12
2014,50601,ES12
2014,50602,ES12
2014,50603,ES12
2014,50604,ES12
2014,50605,ES12
2014,50606,ES12
2014,50607,ES12
2014,50608,ES12
2014,50609,ES12
2014,50610,ES12
2014,50701,ES12
2014,50702,ES12
2014,50703,ES12
2014,50704,ES12
2014,50705,ES12
2014,50706,ES12
2014,50800,ES12
2014,50801,ES12
2014,50802,ES12
2014,50803,ES12
2014,50804,ES12
2014,50805,ES12
2014,50806,ES12
2014,50807,ES12
2014,52,ES22
2014,54,ES22
2014,5401,ES24
2014,5402,ES24
2014,5403,ES24
2014,5404,ES24
2014,5405,ES24
2014,5406,ES24
2014,5407,ES24
2014,5408,ES24
2014,5409,ES24
2014,5410,ES24
2014,5411,ES24
2014,5412,ES24
2014,5413,ES24
2014,5414,ES24
2014,56,ES22
2014,58,ES22
2014,60,ES22
2014,62,ES22
2014,64,ES22
2014,66,ES22
2014,67,ES22
2014,69,ES22
2014,7,ES22
2014,71,ES22
2014,73,ES22
2014,75,ES22
2014,77,ES22
2014,79,ES22
2014,81,ES22
2014,83,ES22
2014,85,ES22
2014,87,ES22
2014,89,ES22
2014,9,ES22
2014,91,ES22
2014,93,ES22
2014,96,ES22
2014,98,ES22
2014,ADEJE,ES70
2014,AGAETE,ES70
2014,AGUIMES,ES70
2014,ALAJERO,ES70
2014,ALCARAVANERAS,ES70
2014,ANAGA,ES70
2014,ANTIGUA-BETANCURIA,ES70
2014,ARGUINEGUIN,ES70
2014,ARICO,ES70
2014,ARONA COSTA I,ES70
2014,ARONA COSTA II,ES70
2014,ARONA VILAFLOR,ES70
2014,ARRECIFE,ES70
2014,ARRECIFE II,ES70
2014,ARUCAS,ES70
2014,AÑAZA,ES70
2014,BARRANCO GRANDE,ES70
2014,BARRIO ATLANTICO,ES70
2014,BARRIO DE LA SALUD,ES70
2014,CAIDEROS,ES70
2014,CANALEJAS,ES70
2014,CANDELARIA,ES70
2014,CONO SUR,ES70
2014,CUEVAS TORRES,ES70
2014,DUGGI CENTRO,ES70
2014,EL PASO,ES70
2014,EL ROSARIO,ES70
2014,ESCALERITAS,ES70
2014,FIRGAS,ES70
2014,FRONTERA VALLE DEL GOLFO,ES70
2014,GALDAR,ES70
2014,GARAFIA,ES70
2014,GRANADILLA,ES70
2014,GUANARTEME,ES70
2014,GUIA DE ISORA,ES70
2014,GUIMAR,ES70
2014,ICOD,ES70
2014,II PUERTO DEL ROSARIO (SUR),ES70
2014,INGENIO,ES70
2014,JINAMAR,ES70
2014,LA CUESTA,ES70
2014,LA GRACIOSA,ES70
2014,LA GUANCHA,ES70
2014,LA ISLETA,ES70
2014,LA MATANZA,ES70
2014,LA OLIVA,ES70
2014,LA VERA,ES70
2014,LA VICTORIA,ES70
2014,LAGUNA FINCA-ESPAÑA,ES70
2014,LAS BREÑAS,ES70
2014,LAS MERCEDES,ES70
2014,LAS REMUDAS,ES70
2014,LOS GLADIOLOS,ES70
2014,LOS LLANOS DE ARIDANE,ES70
2014,LOS REALEJOS,ES70
2014,LOS SILOS,ES70
2014,MALA,ES70
2014,MASPALOMAS,ES70
2014,MAZO,ES70
2014,MILLER BAJO,ES70
2014,MOYA,ES70
2014,MULAGUA,ES70
2014,OFRA-DELICIAS,ES70
2014,OFRA-MIRAMAR,ES70
2014,OROTAVA II - DEHESA,ES70
2014,PARQUE MARITIMO,ES70
2014,PENINSULA DE JANDIA,ES70
2014,PLAYA BLANCA/YAIZA,ES70
2014,PUERTO DEL ROSARIO,ES70
2014,PUERTO II - BOTANICO,ES70
2014,ROSARIO - GENETO,ES70
2014,SALAMANCA,ES70
2014,SAN ANDRES Y SAUCES,ES70
2014,SAN ANTONIO,ES70
2014,SAN BARTOLOME DE TIRAJANA,ES70
2014,SAN BARTOLOME LANZAROTE,ES70
2014,SAN JOSE (SAN CRISTOBAL),ES70
2014,SAN MATEO,ES70
2014,SAN NICOLAS TOLENTINO,ES70
2014,SAN ROQUE (TRIANA),ES70
2014,SAN SEBASTIAN DE LA GOMERA,ES70
2014,SANTA BRIGIDA,ES70
2014,SANTA CRUZ DE LA PALMA,ES70
2014,SANTA MARIA DE GUIA,ES70
2014,SANTA URSULA,ES70
2014,SANTIAGO DEL TEIDE,ES70
2014,SCHAMANN,ES70
2014,TACO,ES70
2014,TACORONTE,ES70
2014,TAFIRA/LOMO BLANCO,ES70
2014,TAMARACEITE,ES70
2014,TAZACORTE,ES70
2014,TEGUISE,ES70
2014,TEJEDA,ES70
2014,TEJINA - TEGUESTE,ES70
2014,TELDE CALERO,ES70
2014,TELDE SAN GREGORIO,ES70
2014,TELDE SAN JUAN,ES70
2014,TEROR,ES70
2014,TIAS,ES70
2014,TIJARAFE,ES70
2014,TOSCAL CENTRO,ES70
2014,TRIANA,ES70
2014,TUINEJE-PAJARA,ES70
2014,VALLE GRAN REY,ES70
2014,VALLEHERMOSO,ES70
2014,VALLESECO,ES70
2014,VALSEQUILLO DE GRAN CANARIA,ES70
2014,VALVERDE,ES70
2014,VECINDARIO,ES70
2015,1,ES22
2015,100,ES22
2015,102,ES22
2015,104,ES22
2015,107,ES22
2015,11,ES22
2015,110,ES22
2015,1101,ES24
2015,1102,ES24
2015,1103,ES24
2015,1104,ES24
2015,1105,ES24
2015,1106,ES24
2015,1107,ES24
2015,1108,ES24
2015,1109,ES24
2015,1110,ES24
2015,1111,ES24
2015,1112,ES24
2015,1113,ES24
2015,1114,ES24
2015,112,ES22
2015,114,ES22
2015,116,ES22
2015,118,ES22
2015,1201,ES24
2015,1202,ES24
2015,1203,ES24
2015,1204,ES24
2015,1205,ES24
2015,1206,ES24
2015,1207,ES24
2015,1208,ES24
2015,1209,ES24
2015,1210,ES24
2015,1211,ES24
2015,1213,ES24
2015,1214,ES24
2015,1215,ES24
2015,122,ES22
2015,124,ES22
2015,13,ES22
2015,15,ES22
2015,17,ES22
2015,19,ES22
2015,24,ES22
2015,2502,ES24
2015,2503,ES24
2015,2504,ES24
2015,2505,ES24
2015,2507,ES24
2015,2508,ES24
2015,2509,ES24
2015,2510,ES24
2015,2511,ES24
2015,2512,ES24
2015,2513,ES24
2015,2515,ES24
2015,2516,ES24
2015,2517,ES24
2015,2518,ES24
2015,2519,ES24
2015,2520,ES24
2015,2521,ES24
2015,2522,ES24
2015,2523,ES24
2015,2524,ES24
2015,2525,ES24
2015,26,ES22
2015,28,ES22
2015,3,ES22
2015,30,ES22
2015,32,ES22
2015,3301,ES24
2015,3302,ES24
2015,3303,ES24
2015,3304,ES24
2015,34,ES22
2015,36,ES22
2015,3601,ES24
2015,3602,ES24
2015,3603,ES24
2015,3604,ES24
2015,3605,ES24
2015,3606,ES24
2015,3607,ES24
2015,3608,ES24
2015,3609,ES24
2015,3610,ES24
2015,3611,ES24
2015,3612,ES24
2015,3613,ES24
2015,3614,ES24
2015,3615,ES24
2015,3616,ES24
2015,3617,ES24
2015,3618,ES24
2015,37,ES22
2015,3701,ES24
2015,3702,ES24
2015,3703,ES24
2015,3704,ES24
2015,3705,ES24
2015,3706,ES24
2015,3707,ES24
2015,3709,ES24
2015,3710,ES24
2015,3711,ES24
2015,39,ES22
2015,41,ES22
2015,43,ES22
2015,45,ES22
2015,47,ES22
2015,4801,ES24
2015,4802,ES24
2015,4803,ES24
2015,4804,ES24
2015,4805,ES24
2015,4806,ES24
2015,4807,ES24
2015,4808,ES24
2015,4809,ES24
2015,4810,ES24
2015,4811,ES24
2015,4812,ES24
2015,4813,ES24
2015,4814,ES24
2015,4815,ES24
2015,4816,ES24
2015,4817,ES24
2015,4898,ES24
2015,4899,ES24
2015,49,ES22
2015,4901,ES24
2015,4902,ES24
2015,4903,ES24
2015,4904,ES24
2015,4905,ES24
2015,4906,ES24
2015,4907,ES24
2015,4908,ES24
2015,4909,ES24
2015,4910,ES24
2015,4911,ES24
2015,4912,ES24
2015,4999,ES24
2015,5,ES22
2015,50101,ES12
2015,50102,ES12
2015,50103,ES12
2015,50104,ES12
2015,50105,ES12
2015,50106,ES12
2015,50107,ES12
2015,50108,ES12
2015,50109,ES12
2015,50110,ES12
2015,50111,ES12
2015,50201,ES12
2015,50202,ES12
2015,50203,ES12
2015,50204,ES12
2015,50205,ES12
2015,50300,ES12
2015,50301,ES12
2015,50302,ES12
2015,50303,ES12
2015,50304,ES12
2015,50305,ES12
2015,50306,ES12
2015,50307,ES12
2015,50308,ES12
2015,50309,ES12
2015,50310,ES12
2015,50400,ES12
2015,50401,ES12
2015,50402,ES12
2015,50403,ES12
2015,50404,ES12
2015,50405,ES12
2015,50406,ES12
2015,50407,ES12
2015,50408,ES12
2015,50409,ES12
2015,50410,ES12
2015,50411,ES12
2015,50412,ES12
2015,50413,ES12
2015,50414,ES12
2015,50415,ES12
2015,50416,ES12
2015,50417,ES12
2015,50418,ES12
2015,50419,ES12
2015,50420,ES12
2015,50421,ES12
2015,50422,ES12
2015,50423,ES12
2015,50500,ES12
2015,50501,ES12
2015,50502,ES12
2015,50503,ES12
2015,50504,ES12
2015,50505,ES12
2015,50506,ES12
2015,50507,ES12
2015,50508,ES12
2015,50509,ES12
2015,50510,ES12
2015,50511,ES12
2015,50512,ES12
2015,50513,ES12
2015,50514,ES12
2015,50600,ES12
2015,50601,ES12
2015,50602,ES12
2015,50603,ES12
2015,50604,ES12
2015,50605,ES12
2015,50606,ES12
2015,50607,ES12
2015,50608,ES12
2015,50609,ES12
2015,50610,ES12
2015,50701,ES12
2015,50702,ES12
2015,50703,ES12
2015,50704,ES12
2015,50705,ES12
2015,50706,ES12
2015,50800,ES12
2015,50801,ES12
2015,50802,ES12
2015,50803,ES12
2015,50804,ES12
2015,50805,ES12
2015,50806,ES12
2015,50807,ES12
2015,52,ES22
2015,54,ES22
2015,5401,ES24
2015,5402,ES24
2015,5403,ES24
2015,5404,ES24
2015,5405,ES24
2015,5406,ES24
2015,5407,ES24
2015,5408,ES24
2015,5409,ES24
2015,5410,ES24
2015,5411,ES24
2015,5412,ES24
2015,5413,ES24
2015,5414,ES24
2015,56,ES22
2015,58,ES22
2015,60,ES22
2015,62,ES22
2015,64,ES22
2015,66,ES22
2015,67,ES22
2015,69,ES22
2015,7,ES22
2015,71,ES22
2015,73,ES22
2015,75,ES22
2015,77,ES22
2015,79,ES22
2015,81,ES22
2015,83,ES22
2015,85,ES22
2015,87,ES22
2015,89,ES22
2015,9,ES22
2015,91,ES22
2015,93,ES22
2015,96,ES22
2015,98,ES22
2015,ADEJE,ES70
2015,AGAETE,ES70
2015,AGUIMES,ES70
2015,ALAJERO,ES70
2015,ALCARAVANERAS,ES70
2015,ANAGA,ES70
2015,ANTIGUA-BETANCURIA,ES70
2015,ARGUINEGUIN,ES70
2015,ARICO,ES70
2015,ARONA COSTA I,ES70
2015,ARONA COSTA II,ES70
2015,ARONA VILAFLOR,ES70
2015,ARRECIFE,ES70
2015,ARRECIFE II,ES70
2015,ARUCAS,ES70
2015,AÑAZA,ES70
2015,BARRANCO GRANDE,ES70
2015,BARRIO ATLANTICO,ES70
2015,BARRIO DE LA SALUD,ES70
2015,CAIDEROS,ES70
2015,CANALEJAS,ES70
2015,CANDELARIA,ES70
2015,CONO SUR,ES70
2015,CUEVAS TORRES,ES70
2015,DUGGI CENTRO,ES70
2015,EL PASO,ES70
2015,EL ROSARIO,ES70
2015,ESCALERITAS,ES70
2015,FIRGAS,ES70
2015,FRONTERA VALLE DEL GOLFO,ES70
2015,GALDAR,ES70
2015,GARAFIA,ES70
2015,GRANADILLA,ES70
2015,GUANARTEME,ES70
2015,GUIA DE ISORA,ES70
2015,GUIMAR,ES70
2015,ICOD,ES70
2015,II PUERTO DEL ROSARIO (SUR),ES70
2015,INGENIO,ES70
2015,JINAMAR,ES70
2015,LA CUESTA,ES70
2015,LA GRACIOSA,ES70
2015,LA GUANCHA,ES70
2015,LA ISLETA,ES70
2015,LA MATANZA,ES70
2015,LA OLIVA,ES70
2015,LA VERA,ES70
2015,LA VICTORIA,ES70
2015,LAGUNA FINCA-ESPAÑA,ES70
2015,LAS BREÑAS,ES70
2015,LAS MERCEDES,ES70
2015,LAS REMUDAS,ES70
2015,LOS GLADIOLOS,ES70
2015,LOS LLANOS DE ARIDANE,ES70
2015,LOS REALEJOS,ES70
2015,LOS SILOS,ES70
2015,MALA,ES70
2015,MASPALOMAS,ES70
2015,MAZO,ES70
2015,MILLER BAJO,ES70
2015,MOYA,ES70
2015,MULAGUA,ES70
2015,OFRA-DELICIAS,ES70
2015,OFRA-MIRAMAR,ES70
2015,OROTAVA II - DEHESA,ES70
2015,PARQUE MARITIMO,ES70
2015,PENINSULA DE JANDIA,ES70
2015,PLAYA BLANCA/YAIZA,ES70
2015,PUERTO DEL ROSARIO,ES70
2015,PUERTO II - BOTANICO,ES70
2015,ROSARIO - GENETO,ES70
2015,SALAMANCA,ES70
2015,SAN ANDRES Y SAUCES,ES70
2015,SAN ANTONIO,ES70
2015,SAN BARTOLOME DE TIRAJANA,ES70
2015,SAN BARTOLOME LANZAROTE,ES70
2015,SAN JOSE (SAN CRISTOBAL),ES70
2015,SAN MATEO,ES70
2015,SAN NICOLAS TOLENTINO,ES70
2015,SAN ROQUE (TRIANA),ES70
2015,SAN SEBASTIAN DE LA GOMERA,ES70
2015,SANTA BRIGIDA,ES70
2015,SANTA CRUZ DE LA PALMA,ES70
2015,SANTA MARIA DE GUIA,ES70
2015,SANTA URSULA,ES70
2015,SANTIAGO DEL TEIDE,ES70
2015,SCHAMANN,ES70
2015,TACO,ES70
2015,TACORONTE,ES70
2015,TAFIRA/LOMO BLANCO,ES70
2015,TAMARACEITE,ES70
2015,TAZACORTE,ES70
2015,TEGUISE,ES70
2015,TEJEDA,ES70
2015,TEJINA - TEGUESTE,ES70
2015,TELDE CALERO,ES70
2015,TELDE SAN GREGORIO,ES70
2015,TELDE SAN JUAN,ES70
2015,TEROR,ES70
2015,TIAS,ES70
2015,TIJARAFE,ES70
2015,TOSCAL CENTRO,ES70
2015,TRIANA,ES70
2015,TUINEJE-PAJARA,ES70
2015,VALLE GRAN REY,ES70
2015,VALLEHERMOSO,ES70
2015,VALLESECO,ES70
2015,VALSEQUILLO DE GRAN CANARIA,ES70
2015,VALVERDE,ES70
2015,VECINDARIO,ES70
2016,1,ES22
2016,100,ES22
2016,102,ES22
